Data as of,Start Date,End Date,Group,Year,Month,State,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Alabama,,282,35
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Alabama,,276,39
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Alabama,48,287,33
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Alabama,339,352,10
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Alabama,430,399,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Alabama,399,350,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Alabama,879,522,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Alabama,964,572,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Alabama,568,426,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Alabama,560,437,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Alabama,768,456,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Alabama,1749,854,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Alabama,2415,1164,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Alabama,970,560,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Alabama,393,364,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Alabama,216,287,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Alabama,212,277,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Alabama,132,270,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Alabama,261,335,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Alabama,1682,854,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Alabama,1978,981,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Alabama,844,577,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Alabama,299,335,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Alabama,317,352,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Alabama,1232,675,13
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Alabama,1256,675,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Alabama,382,354,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Alabama,90,214,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Alabama,64,220,0
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Alabama,111,217,0
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Alabama,246,233,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Alabama,258,268,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Alabama,182,249,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Alabama,48,116,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Alaska,0,10,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Alaska,0,14,
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Alaska,,28,
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Alaska,,15,0
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Alaska,,15,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Alaska,,12,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Alaska,12,18,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Alaska,19,20,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Alaska,12,16,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Alaska,34,36,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Alaska,69,60,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Alaska,97,68,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Alaska,37,32,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Alaska,18,17,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Alaska,16,19,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Alaska,17,18,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Alaska,32,31,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Alaska,,11,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Alaska,25,36,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Alaska,110,78,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Alaska,190,132,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Alaska,220,148,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Alaska,115,84,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Alaska,55,61,0
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Alaska,66,54,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Alaska,79,55,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Alaska,31,31,0
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Alaska,20,23,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Alaska,21,25,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Alaska,18,22,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Alaska,24,21,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Alaska,23,23,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Alaska,16,18,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Alaska,0,,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Arizona,0,376,40
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Arizona,0,340,54
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Arizona,64,435,39
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Arizona,405,540,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Arizona,507,564,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Arizona,899,739,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Arizona,2102,1589,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Arizona,942,780,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Arizona,273,380,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Arizona,259,388,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Arizona,858,758,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Arizona,3012,2323,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Arizona,4032,2786,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Arizona,1668,1276,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Arizona,517,562,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Arizona,235,401,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Arizona,240,399,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Arizona,182,363,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Arizona,290,402,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Arizona,791,760,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Arizona,1194,1025,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Arizona,1125,1019,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Arizona,1615,1301,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Arizona,2171,1675,11
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Arizona,2081,1568,15
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Arizona,1350,1036,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Arizona,452,515,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Arizona,125,318,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Arizona,128,350,14
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Arizona,218,358,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Arizona,266,314,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Arizona,190,311,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Arizona,148,281,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Arizona,74,180,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Arkansas,0,222,22
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Arkansas,0,179,35
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Arkansas,10,196,29
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Arkansas,61,214,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Arkansas,78,173,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Arkansas,169,205,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Arkansas,274,286,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Arkansas,411,368,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Arkansas,422,356,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Arkansas,626,483,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Arkansas,845,513,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Arkansas,1131,707,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Arkansas,1190,793,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Arkansas,475,427,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Arkansas,205,240,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Arkansas,85,168,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Arkansas,94,199,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Arkansas,127,206,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Arkansas,417,370,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Arkansas,971,700,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Arkansas,760,584,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Arkansas,416,406,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Arkansas,234,287,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Arkansas,362,408,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Arkansas,807,592,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Arkansas,769,555,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Arkansas,201,254,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Arkansas,59,175,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Arkansas,45,167,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Arkansas,63,160,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Arkansas,141,188,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Arkansas,169,191,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Arkansas,138,169,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Arkansas,73,117,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,California,,2028,274
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,California,,1845,296
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,California,279,2242,189
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,California,2021,2907,31
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,California,2238,2578,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,California,2065,2329,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,California,3890,3460,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,California,3762,3399,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,California,2071,2355,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,California,1463,2058,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,California,2580,2745,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,California,13207,9090,11
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,California,20065,13803,16
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,California,7715,6267,11
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,California,2339,2777,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,California,1008,1719,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,California,695,1526,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,California,450,1353,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,California,822,1624,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,California,3413,3425,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,California,4264,4136,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,California,2780,3152,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,California,2428,2955,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,California,2351,3156,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,California,6833,5578,21
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,California,4951,4333,12
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,California,1466,2126,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,California,513,1441,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,California,606,1488,24
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,California,927,1524,50
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,California,1530,1768,13
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,California,1325,1694,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,California,851,1533,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,California,312,797,12
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Colorado,0,225,47
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Colorado,0,213,39
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Colorado,107,305,42
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Colorado,880,713,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Colorado,465,375,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Colorado,184,235,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Colorado,152,228,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Colorado,121,184,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Colorado,116,179,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Colorado,251,282,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Colorado,1119,660,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Colorado,1678,994,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Colorado,754,518,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Colorado,333,318,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Colorado,214,255,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Colorado,206,253,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Colorado,319,305,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Colorado,212,241,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Colorado,201,282,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,331,356,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,530,480,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,826,642,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,1193,905,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,1088,845,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,1084,761,18
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,635,492,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,238,262,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Colorado,88,193,12
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Colorado,113,221,28
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Colorado,178,226,11
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Colorado,194,207,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Colorado,131,204,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Colorado,134,191,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Colorado,65,94,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Connecticut,0,173,30
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Connecticut,0,174,39
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Connecticut,126,205,15
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Connecticut,2457,683,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Connecticut,1535,476,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Connecticut,285,157,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Connecticut,77,98,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Connecticut,30,102,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Connecticut,43,121,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Connecticut,147,154,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Connecticut,499,300,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Connecticut,1099,538,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Connecticut,1030,506,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Connecticut,480,313,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Connecticut,247,207,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Connecticut,193,175,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Connecticut,120,148,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Connecticut,24,121,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Connecticut,22,104,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Connecticut,123,200,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Connecticut,185,220,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Connecticut,154,226,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Connecticut,173,228,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Connecticut,402,350,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Connecticut,1029,618,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Connecticut,380,283,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Connecticut,68,162,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Connecticut,71,167,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Connecticut,113,222,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Connecticut,101,176,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Connecticut,88,163,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Connecticut,110,175,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Connecticut,119,189,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Connecticut,94,133,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Delaware,0,45,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Delaware,0,36,
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Delaware,,61,10
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Delaware,189,129,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Delaware,276,134,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Delaware,73,62,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Delaware,35,46,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Delaware,20,41,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,31,46,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,83,65,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,95,78,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,285,172,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,325,204,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,147,107,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,69,71,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,71,64,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,42,50,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,25,53,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Delaware,17,40,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Delaware,57,64,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Delaware,134,127,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Delaware,118,116,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Delaware,93,89,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Delaware,168,166,0
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Delaware,340,240,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Delaware,149,134,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Delaware,52,74,0
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Delaware,25,50,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Delaware,34,52,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Delaware,35,57,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Delaware,39,61,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Delaware,42,59,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Delaware,41,46,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Delaware,15,22,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,District of Columbia,0,40,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,District of Columbia,0,39,
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,District of Columbia,15,58,
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,District of Columbia,262,303,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,District of Columbia,272,297,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,District of Columbia,116,138,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,District of Columbia,43,53,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,District of Columbia,37,61,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,District of Columbia,28,56,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,District of Columbia,37,67,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,District of Columbia,61,82,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,District of Columbia,133,151,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,District of Columbia,185,142,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,District of Columbia,121,98,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,District of Columbia,67,56,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,District of Columbia,60,74,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,District of Columbia,40,63,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,District of Columbia,13,32,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,District of Columbia,16,45,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,District of Columbia,44,61,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,District of Columbia,42,50,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,District of Columbia,37,61,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,District of Columbia,19,41,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,District of Columbia,63,81,0
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,District of Columbia,194,164,0
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,District of Columbia,74,70,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,District of Columbia,23,47,0
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,District of Columbia,11,35,0
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,District of Columbia,16,30,0
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,District of Columbia,15,33,0
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,District of Columbia,17,35,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,District of Columbia,22,31,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,District of Columbia,16,30,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,District of Columbia,0,,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Florida,0,1134,150
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Florida,0,1140,130
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Florida,191,1514,101
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Florida,1311,1908,31
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Florida,1131,1585,14
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Florida,1083,1507,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Florida,4980,3502,11
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Florida,4787,3785,10
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Florida,2023,2180,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Florida,1410,1827,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Florida,1767,2148,12
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Florida,3145,3207,18
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Florida,5022,4526,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Florida,3202,3158,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Florida,1829,2292,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Florida,1513,1983,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Florida,1327,1833,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Florida,834,1493,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Florida,1997,2394,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Florida,10407,8393,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Florida,8335,6868,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Florida,2657,2881,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Florida,889,1564,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Florida,864,1614,22
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Florida,4612,4153,31
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Florida,3452,3126,17
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Florida,1108,1658,22
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Florida,455,1163,10
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Florida,534,1250,19
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Florida,1005,1430,50
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Florida,1444,1597,16
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Florida,1456,1609,16
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Florida,918,1273,10
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Florida,384,796,
