Data as of,Start Date,End Date,Group,Year,Month,State,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Georgia,0,452,84
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Georgia,,369,58
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Georgia,221,576,29
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Georgia,1084,945,11
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Georgia,808,690,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Georgia,518,549,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Georgia,1342,918,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Georgia,1814,1265,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Georgia,971,850,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Georgia,783,721,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Georgia,994,830,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Georgia,1917,1454,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Georgia,3971,2668,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Georgia,1873,1376,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Georgia,767,757,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Georgia,531,569,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Georgia,387,497,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Georgia,227,423,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Georgia,308,493,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Georgia,2730,1869,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Georgia,3772,2631,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Georgia,1569,1280,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Georgia,557,646,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Georgia,617,707,12
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Georgia,2501,1692,24
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Georgia,1686,1199,10
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Georgia,509,559,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Georgia,190,354,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Georgia,120,345,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Georgia,202,411,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Georgia,411,451,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Georgia,485,464,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Georgia,302,381,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Georgia,101,178,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Hawaii,0,83,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Hawaii,0,75,
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Hawaii,,75,11
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Hawaii,16,56,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Hawaii,0,56,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Hawaii,,41,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Hawaii,,44,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Hawaii,74,80,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Hawaii,128,102,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Hawaii,71,81,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Hawaii,31,66,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Hawaii,35,72,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Hawaii,48,88,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Hawaii,28,64,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Hawaii,18,63,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Hawaii,14,70,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Hawaii,22,71,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Hawaii,13,45,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Hawaii,25,68,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Hawaii,154,129,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Hawaii,251,227,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Hawaii,92,108,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Hawaii,45,81,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Hawaii,34,82,0
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Hawaii,159,156,0
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Hawaii,109,113,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Hawaii,25,62,0
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Hawaii,16,66,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Hawaii,42,81,0
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Hawaii,67,73,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Hawaii,56,75,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Hawaii,54,75,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Hawaii,22,55,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Hawaii,0,,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,0,70,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,0,64,10
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,10,75,13
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,55,66,0
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,22,48,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,11,45,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,129,89,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,180,117,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Idaho,113,82,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Idaho,185,122,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Idaho,387,212,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Idaho,449,243,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Idaho,264,182,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Idaho,112,89,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Idaho,78,92,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Idaho,85,101,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Idaho,70,69,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Idaho,53,81,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Idaho,59,73,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Idaho,227,176,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Idaho,638,419,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Idaho,655,447,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Idaho,324,249,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Idaho,220,191,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Idaho,273,201,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Idaho,299,208,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Idaho,78,86,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Idaho,20,59,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Idaho,12,42,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Idaho,49,57,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Idaho,73,63,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Idaho,76,75,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Idaho,54,39,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Idaho,29,38,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Illinois,0,678,51
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Illinois,0,601,55
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Illinois,193,886,87
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Illinois,2448,1973,17
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Illinois,2822,1906,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Illinois,1162,936,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Illinois,443,600,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Illinois,491,644,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Illinois,552,671,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Illinois,1084,958,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Illinois,3344,2039,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Illinois,4182,2522,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Illinois,2407,1833,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Illinois,1075,1020,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Illinois,554,729,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Illinois,738,852,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Illinois,766,836,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Illinois,341,581,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Illinois,234,522,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Illinois,740,914,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Illinois,1143,1142,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Illinois,885,986,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Illinois,862,998,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Illinois,2043,1794,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Illinois,3906,2779,11
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Illinois,1425,1189,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Illinois,385,572,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Illinois,172,457,14
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Illinois,271,496,14
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Illinois,314,514,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Illinois,378,530,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Illinois,401,538,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Illinois,332,491,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Illinois,201,389,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Indiana,0,450,41
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Indiana,0,423,52
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Indiana,126,529,60
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Indiana,1143,976,11
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Indiana,961,684,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Indiana,471,483,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Indiana,333,445,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Indiana,389,494,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Indiana,419,494,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Indiana,887,785,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Indiana,2036,1289,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Indiana,3011,1854,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Indiana,2073,1406,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Indiana,748,617,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Indiana,325,436,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Indiana,291,435,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Indiana,362,444,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Indiana,211,418,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Indiana,171,412,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Indiana,653,696,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Indiana,1327,1196,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Indiana,1048,993,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Indiana,935,871,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Indiana,1910,1591,11
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Indiana,2314,1723,24
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Indiana,1178,915,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Indiana,392,442,13
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Indiana,136,376,10
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Indiana,144,351,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Indiana,189,356,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Indiana,252,375,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Indiana,323,380,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Indiana,239,384,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Indiana,96,188,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Iowa,0,223,10
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Iowa,0,165,23
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Iowa,10,198,53
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Iowa,171,201,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Iowa,416,240,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Iowa,159,160,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Iowa,174,143,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Iowa,273,216,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Iowa,250,201,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Iowa,523,312,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Iowa,1516,695,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Iowa,1277,628,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Iowa,706,396,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Iowa,273,225,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Iowa,157,174,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Iowa,115,164,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Iowa,101,137,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Iowa,47,145,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Iowa,62,151,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Iowa,189,204,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Iowa,388,303,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Iowa,471,349,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Iowa,424,339,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Iowa,593,452,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Iowa,698,467,17
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Iowa,422,302,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Iowa,121,179,10
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Iowa,47,129,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Iowa,70,131,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Iowa,84,142,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Iowa,135,145,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Iowa,152,142,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Iowa,119,139,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Iowa,60,84,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Kansas,,185,36
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Kansas,0,141,40
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Kansas,14,180,39
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Kansas,129,193,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Kansas,101,138,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Kansas,66,134,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Kansas,115,124,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Kansas,184,176,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Kansas,231,189,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Kansas,421,278,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Kansas,909,499,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Kansas,1339,702,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Kansas,920,490,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Kansas,284,236,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Kansas,127,149,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Kansas,79,143,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Kansas,84,136,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Kansas,54,124,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Kansas,130,169,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Kansas,406,337,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Kansas,480,360,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Kansas,324,290,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Kansas,347,297,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Kansas,571,429,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Kansas,921,566,13
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Kansas,518,368,11
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Kansas,159,188,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Kansas,47,100,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Kansas,54,119,0
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Kansas,62,114,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Kansas,89,129,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Kansas,125,115,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Kansas,86,123,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Kansas,57,85,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,0,427,46
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,0,346,35
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,28,361,45
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,246,456,10
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,225,402,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,155,388,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Kentucky,182,349,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Kentucky,304,424,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Kentucky,296,389,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Kentucky,503,511,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Kentucky,1053,818,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Kentucky,1627,1094,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Kentucky,1372,1029,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Kentucky,749,679,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Kentucky,390,495,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Kentucky,232,385,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Kentucky,230,387,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Kentucky,156,361,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Kentucky,206,379,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Kentucky,896,852,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Kentucky,1801,1374,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Kentucky,1186,1081,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Kentucky,555,604,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Kentucky,921,901,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Kentucky,1484,1222,12
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Kentucky,1285,914,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Kentucky,529,591,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Kentucky,194,343,15
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Kentucky,167,353,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Kentucky,230,359,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Kentucky,306,384,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Kentucky,356,343,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Kentucky,321,327,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Kentucky,114,137,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Louisiana,0,226,18
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Louisiana,,177,36
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Louisiana,398,374,25
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Louisiana,1630,959,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Louisiana,742,565,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Louisiana,361,323,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Louisiana,765,562,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Louisiana,889,657,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Louisiana,419,374,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Louisiana,340,355,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Louisiana,489,426,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Louisiana,1031,749,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Louisiana,1338,888,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Louisiana,621,473,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Louisiana,334,329,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Louisiana,181,238,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Louisiana,176,247,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Louisiana,126,205,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Louisiana,348,323,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Louisiana,1792,1194,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Louisiana,1213,888,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Louisiana,429,375,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Louisiana,187,248,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Louisiana,173,270,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Louisiana,942,655,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Louisiana,785,538,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Louisiana,242,286,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Louisiana,89,130,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Louisiana,55,150,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Louisiana,70,138,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Louisiana,229,200,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Louisiana,210,206,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Louisiana,134,127,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Louisiana,37,51,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Maine,0,102,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Maine,0,101,13
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Maine,,122,11
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Maine,51,99,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Maine,43,69,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Maine,14,58,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Maine,24,64,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Maine,10,58,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Maine,13,63,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Maine,10,66,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Maine,89,103,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Maine,204,118,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Maine,246,135,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Maine,93,81,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Maine,38,76,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Maine,56,70,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Maine,59,90,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Maine,31,72,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Maine,14,71,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Maine,46,87,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Maine,132,128,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Maine,156,128,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Maine,224,153,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Maine,338,183,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Maine,281,180,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Maine,187,94,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Maine,75,93,0
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Maine,45,72,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Maine,67,93,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Maine,50,92,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Maine,32,75,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Maine,53,83,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Maine,55,87,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Maine,61,78,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Maryland,0,342,27
